date,open,high,low,close,volume,symbol,Candle_Dir,Body,Upper_Wick,Lower_Wick,Candle_Range,Body_Ratio,Upper_Wick_Ratio,Lower_Wick_Ratio,Body_Ratio_MA5,Doji,Hammer,Shooting_Star,Pin_Bar,Bullish_Engulfing,Bearish_Engulfing,Inside_Bar,Outside_Bar,Swing_High,Swing_Low,Prev_Swing_High,Prev_Swing_Low,HH,LH,HL,LL,Uptrend_Structure,Downtrend_Structure,Return_1d,Return_5d,Return_10d,Return_20d,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,SMA20_above_SMA50,Crossover,Cross_Type,Days_Since_GC,Days_Since_DC,MA_Gap_Pct,Price_vs_SMA20_Pct,Price_vs_SMA50_Pct,Above_SMA20,Above_SMA50,Above_SMA200,Bullish_MA_Stack,Bullish_Regime,EMA20_above_EMA50,EMA_Cross_Type,RSI,RSI_Slope,RSI_Regime,RSI_Rising,RSI_Bullish,MACD,MACD_Signal,MACD_Hist,MACD_Bullish,MACD_Hist_Slope,ROC_10,ATR,ATR_Pct,BB_Upper,BB_Mid,BB_Lower,BB_Width,BB_Pct,BB_Room_To_Run,HVol_20,Vol_Regime_Pctile,Vol_Regime,ADX,Plus_DI,Minus_DI,ADX_Strong,ADX_Bullish,Trend_Regime,RSI_x_ADX,MACD_x_BB,Price_ZScore_20,Return_Autocorr_10,Confirm_Count,Confirm_MA10,Confirm_Stability,Setup_Duration,DayOfWeek,Month,Quarter,Month_Sin,Month_Cos,DoW_Sin,DoW_Cos,Q4_Season,Summer_Lull,future_max_high,future_max_ret,future_min_low,future_min_ret,tp_hit,sl_hit,real_win,strategy_fired,gc_in_window,strategy_correct,gc_correct,signal,score,t1_gate,t2_pa,t3_gc,risk_plan
2025-04-21,3342.2,3418.5,3342.2,3406.2,78,GOLD_CFD,1,64.0,12.300000000000182,0.0,76.30000000000018,0.8387942332896441,0.1612057667103558,0.0,0.6547823424358542,0,0,0,0,0,0,0,0,0,0,3168.6001,2949.7,0,0,0,0,1,0,2.9467766796626997,5.710384209546282,13.087649402390422,12.85534424491419,3125.67999,3010.628,2704.321498,3151.280499151604,3026.1181854789806,True,0.0,NONE,64.0,98.0,3.821527933706868,8.974687456728407,13.139185578557036,1,1,1,1,1,1,NONE,69.17455502718401,3.160948487936352,0,1,1,90.5220700902587,62.92534923530417,27.59672085495453,1,7.924124802124624,13.087649402390422,81.34999285714285,2.388291728528649,3373.392081195848,3125.67999,2877.967898804153,0.1585012490007636,1.0662218760613782,0,26.84815783735995,1.0,1,35.823544046242155,40.07376767703644,14.724726905323294,1,1,1,0.4956155437791056,29.42422748311177,2.2648875042455137,-0.0622157729532687,6,5.8,1.3165611772087666,65,0,4,2,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,3485.6001,2.331046327285547,3125.0,-8.255534026187537,0,1,0,1,0,0,0,HOLD,0,PASS,NO TRIGGER,,
2025-04-22,3422.2,3485.6001,3361.7,3400.8,785,GOLD_CFD,-1,21.39999999999964,63.40010000000029,39.10000000000037,123.9001000000003,0.1727197960292169,0.511703380384682,0.315576823586101,0.6269356310877632,0,0,0,0,0,0,0,0,1,0,3485.6001,2949.7,1,0,0,0,1,0,-0.1585344372027397,6.115826260609092,15.230576356182013,12.86714304645904,3145.064985,3021.298,2709.382998,3175.044261137165,3040.811589970001,True,0.0,NONE,65.0,99.0,4.096483862234054,8.131310997378332,12.560892702408053,1,1,1,1,1,1,NONE,69.03444037347198,-0.3768144485544553,0,0,1,99.05906604575102,70.15209259739355,28.90697344835748,1,7.173886418714545,15.230576356182013,86.95000000000002,2.5567513526229124,3415.334755975099,3145.064985,2874.795214024901,0.1718691170224574,0.9731106517708964,1,26.844186935717318,1.0,1,34.01801704464846,41.60849420849424,13.776382157233224,1,1,0,0.4696829538585075,28.129683773055145,1.8924426070835865,-0.0423166967437199,7,6.2,0.9189365834726804,66,1,4,2,0.8660254037844387,-0.4999999999999998,0.9510565162951536,0.3090169943749474,0,0,3444.0,1.2702893436838336,3125.0,-8.109856504351923,0,1,0,1,0,0,0,HOLD,0,PASS,NO TRIGGER,,
2025-04-23,3321.2,3370.3,3256.2,3276.3,331,GOLD_CFD,-1,44.89999999999964,49.10000000000037,20.100000000000364,114.10000000000036,0.3935144609991191,0.4303242769500456,0.1761612620508352,0.5907449062663137,0,0,0,0,0,0,0,0,0,0,3485.6001,2949.7,0,0,0,0,1,0,-3.660903316866615,1.7895423618231154,10.372595013225826,8.35400337335055,3157.694985,3028.538,2713.988498,3184.6876648383877,3050.0464295790207,True,0.0,NONE,66.0,100.0,4.264664501485537,3.75606306383009,8.1809110534522,1,1,1,1,1,1,NONE,58.080573687135846,-8.31068733639291,0,0,1,94.68709346335072,75.05909277058498,19.628000692765735,1,-7.968720162188788,10.372595013225826,93.62141428571432,2.857534849852404,3427.6930901851365,3157.694985,2887.696879814864,0.1710096171211649,0.7196404580666839,1,30.950486526394176,1.0,1,30.84808990713038,37.18624966601812,20.84381946193934,1,1,0,0.3583349517916955,14.125103409475123,0.8785618322667361,-0.0340721416385006,7,6.5,0.5270462766947263,67,2,4,2,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,0,0,3444.0,5.118578884717511,3125.0,-4.618014223361724,0,1,0,1,0,0,0,HOLD,0,PASS,NO TRIGGER,,
2025-04-24,3305.3999,3353.8999,3304.8999,3332.0,560,GOLD_CFD,1,26.60010000000011,21.89989999999989,0.5,49.0,0.5428591836734716,0.4469367346938753,0.010204081632653,0.5165006117213686,0,0,0,0,0,0,1,0,0,0,3485.6001,2949.7,0,0,0,0,1,0,1.7000885144828004,0.1623248914109032,9.013577621462463,10.298259137947596,3173.24999,3036.928,2718.8479975,3198.717411044255,3061.1034323406275,True,0.0,NONE,67.0,101.0,4.4888120495448005,5.002757756252296,9.716134198769288,1,1,1,1,1,1,NONE,63.71381565970692,-5.460739367477096,0,1,1,94.62600846616124,78.97247590970024,15.653532556461002,1,-13.253440891896474,9.013577621462463,90.95712857142858,2.7298057794546398,3445.8979485491805,3173.24999,2900.602031450819,0.1718414618503981,0.7911263499729535,1,31.216802430556346,0.9833333333333332,1,31.406620314252617,38.2754968235428,16.318519918096435,1,1,0,0.4002071234393395,12.383922075575788,1.164505399891815,0.0264438443276367,7,6.6,0.5163977794943179,68,3,4,2,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,0,0,3444.0,3.361344537815126,3125.0,-6.212484993997599,0,1,0,1,0,0,0,HOLD,0,PASS,NO TRIGGER,,
2025-04-25,3355.5,3355.5,3266.1001,3282.3999,162,GOLD_CFD,-1,73.10010000000011,0.0,16.299799999999777,89.39989999999989,0.8176754112700373,0.0,0.1823245887299627,0.5531126170522981,0,0,0,0,0,1,0,1,0,0,3485.6001,2949.7,0,0,0,0,1,0,-1.4885984393757543,-0.7948771420799638,4.0314369929006055,7.260960067969413,3184.359985,3044.3959980000004,2723.398997,3206.687171897184,3069.781725190014,True,0.0,NONE,68.0,102.0,4.597430396438184,3.078794968590834,7.817770820759022,1,1,1,1,1,1,NONE,66.45969084744675,-2.5747495260252293,0,1,1,89.54308764538655,81.0865982568375,8.456489388549045,1,-11.171511304216692,4.0314369929006055,89.00712142857144,2.711647701079062,3455.717229437321,3184.359985,2913.0027405626797,0.1704312613621294,0.6806473145820979,1,31.83228437756673,0.9666666666666668,1,33.15924150639447,39.1140532334612,16.499466294711404,1,1,0,0.4407505878501602,5.755886793107915,0.7225892583283913,-0.0415205839499791,7,6.7,0.4830458915396425,69,4,4,2,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.3090169943749472,0,0,3444.0,4.9232301036811545,3125.0,-4.795268851915329,0,1,0,1,0,0,0,HOLD,0,PASS,NO TRIGGER,,
2025-04-28,3284.5,3332.5,3284.5,3332.5,1300,GOLD_CFD,1,48.0,0.0,0.0,48.0,1.0,0.0,0.0,0.5853537703943693,0,0,0,0,0,0,1,0,0,0,3485.6001,2949.7,0,0,0,0,1,0,1.5263252963174878,-2.1637014855263925,3.423127056048658,7.97019277498785,3196.659985,3052.528,2727.986497,3218.6693460022134,3080.0844026335435,True,0.0,NONE,69.0,103.0,4.721725238883952,4.249435837324445,9.171807760649523,1,1,1,1,1,1,NONE,73.50763517136895,15.4270614842331,1,1,1,88.53689739953325,82.57665808537665,5.960239314156596,1,-9.693293242304406,3.423127056048658,85.36427142857143,2.5615685349908905,3471.6176542380595,3196.659985,2921.70231576194,0.1720280984078822,0.7470198692337424,1,32.05620498625945,0.95,1,36.13494591410694,40.78321325131176,12.074288691203844,1,1,1,0.5312388842382644,4.452417193063071,0.98807947693497,-0.0188939599970517,7,6.8,0.4216370213557766,70,0,4,2,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,3444.0,3.345836459114779,3125.0,-6.22655663915979,0,1,0,1,0,0,0,HOLD,0,PASS,NO TRIGGER,,
2025-04-29,3340.0,3340.0,3299.8999,3318.8,1278,GOLD_CFD,-1,21.199999999999815,0.0,18.900100000000293,40.10010000000011,0.5286769858429221,0.0,0.4713230141570779,0.6565452083571103,0,0,0,0,0,0,0,0,0,0,3485.6001,2949.7,0,0,0,0,1,0,-0.4111027756939167,-2.411197365325801,3.55716425361956,6.276418598693478,3206.459985,3061.231998,2732.510497,3228.205598763908,3089.4457986086986,True,0.0,NONE,70.0,104.0,4.744102606234411,3.5035526881836394,8.413867428808967,1,1,1,1,1,1,NONE,71.69927439975581,7.985458740048891,1,0,1,85.64672672372762,83.19067181304685,2.456054910680777,1,-6.000434477868268,3.55716425361956,83.7142785714286,2.522426135091858,3484.290018341448,3206.459985,2928.629951658552,0.1732939345204073,0.7021739940223387,1,32.033467835378545,0.9166666666666666,1,38.87644877083545,42.226974592745286,12.312270675108396,1,1,1,0.5574826336216361,1.7245778861708996,0.8086959760893546,-0.0258615484774801,7,6.8,0.4216370213557766,71,1,4,2,0.8660254037844387,-0.4999999999999998,0.9510565162951536,0.3090169943749474,0,0,3444.0,3.772447872725076,3125.0,-5.839460045799692,0,1,0,1,0,0,0,HOLD,0,PASS,NO TRIGGER,,
2025-04-30,3318.7,3318.7,3268.0,3305.0,207,GOLD_CFD,-1,13.699999999999818,0.0,37.0,50.69999999999982,0.2702169625246522,0.0,0.7297830374753478,0.6318857086622169,0,1,0,1,0,0,0,0,0,0,3485.6001,2949.7,0,0,0,0,1,0,-0.4158129444377545,0.8759881573726425,2.6812066983564757,5.966850683473357,3215.76499,3068.699996,2736.9209975,3235.5193512625838,3097.8989045456124,True,0.0,NONE,71.0,105.0,4.792420053824001,2.7749232384049267,7.700329269984467,1,1,1,1,1,1,NONE,66.94856529883222,0.4888744513854703,0,0,1,81.30546221449276,82.81362989333604,-1.5081676788432787,0,-7.468406992999874,2.6812066983564757,78.44285714285719,2.373460125351201,3493.7130953365768,3215.76499,2937.8168846634235,0.1728659315596172,0.6605245876598839,1,32.101985313973366,0.8833333333333333,1,41.4681842390551,38.1533600437079,16.04440903296299,1,1,1,0.5552470880704771,-0.9961818341899208,0.6420983506395356,-0.0361690930471328,6,6.7,0.4830458915396425,72,2,4,2,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,0,0,3444.0,4.205748865355522,3125.0,-5.446293494704992,0,1,0,1,0,0,0,HOLD,0,PASS,NO TRIGGER,,
2025-05-01,3272.8999,3275.0,3198.6001,3210.0,2131,GOLD_CFD,-1,62.89989999999989,2.1001000000001118,11.399899999999889,76.39989999999989,0.8232981980342904,0.0274882558746819,0.1492135460910277,0.6879735115343807,0,0,0,0,0,0,0,0,0,1,3485.6001,3198.6001,0,0,1,0,1,0,-2.874432677760963,-3.6614645858343287,-3.505083162836442,2.23255843283412,3219.269995,3074.511998,2740.6589979999994,3233.088936856623,3102.295025935981,True,0.0,NONE,72.0,106.0,4.708324348519902,-0.2879533252693101,4.406813246724563,0,1,1,0,1,1,NONE,53.75651014175481,-19.751125029614137,0,0,1,69.39928104954242,80.13076012457732,-10.731479075034898,0,-13.187533985715676,-3.505083162836442,78.1499928571429,2.434579216733424,3494.94867180514,3219.269995,2943.5913181948595,0.1712678198680506,0.4831869568088648,1,34.006276473533234,0.9,1,40.65884918570826,31.29514041633676,22.447639379182775,1,1,1,0.4371355677207211,-5.185310716324124,-0.0672521727645408,-0.1355826676107288,5,6.6,0.699205898780098,73,3,5,2,0.4999999999999999,-0.8660254037844387,-0.587785252292473,-0.8090169943749475,0,0,3444.0,7.289719626168225,3125.0,-2.64797507788162,1,1,1,1,0,1,0,HOLD,0,PASS,NO TRIGGER,,
2025-05-02,3239.8999,3257.0,3225.0,3231.8999,1349,GOLD_CFD,-1,8.0,17.10010000000011,6.899899999999889,32.0,0.25,0.5343781250000035,0.2156218749999965,0.5744384292803731,0,0,0,0,0,0,1,0,0,0,3485.6001,3198.6001,0,0,0,0,1,0,0.682239875389401,-1.5385084553530493,-2.32115634539245,4.355824991927659,3226.01499,3080.349996,2744.5444975000005,3232.9756952512307,3107.377570016923,True,0.0,NONE,73.0,107.0,4.728845559405704,0.1824204170855455,4.919892356284048,1,1,1,0,1,1,NONE,50.708745853246015,-20.990528546509797,0,0,1,61.027202005212985,76.31004850070445,-15.28284649549147,0,-13.77467881664819,-2.32115634539245,75.80713571428575,2.345590459478208,3495.6321238792198,3226.01499,2956.39785612078,0.1671518171583075,0.5109134570109266,1,33.59516216551029,0.85,1,38.41059481584424,25.85509524687604,23.141394812154363,1,1,1,0.3895506181177309,-7.808211935978871,0.0436538280437064,-0.1414709527608997,5,6.4,0.8432740427115663,74,4,5,2,0.4999999999999999,-0.8660254037844387,-0.9510565162951536,0.3090169943749472,0,0,3444.0,6.562706351146584,3125.0,-3.3076488538521844,0,1,0,1,0,0,0,HOLD,0,PASS,NO TRIGGER,,
